1,16.942853 
1,17.046860 
1,17.072663 
1,16.860009 
1,16.421712 
1,16.632784 
1,16.908478 
1,16.957952 
1,16.897546 
1,16.751838 
2,9.138169 
2,9.124260 
2,9.163379 
2,9.155066 
2,9.053266 
2,9.208006 
2,9.167038 
2,9.215061 
2,9.125108 
2,9.162876 
4,5.988453 
4,6.017423 
4,5.995795 
4,6.010948 
4,5.998137 
4,5.998289 
4,6.024264 
4,6.008386 
4,6.006153 
4,6.048134 
8,4.597607 
8,4.610740 
8,4.580513 
8,4.630547 
8,4.574745 
8,4.618118 
8,4.575023 
8,4.631354 
8,4.579143 
8,4.613600 
16,3.933806 
16,3.951907 
16,3.991088 
16,3.918103 
16,3.988635 
16,4.004447 
16,3.997867 
16,3.936683 
16,3.971724 
16,3.961392 
32,3.866162 
32,3.934926 
32,3.883614 
32,3.831901 
32,3.898045 
32,3.828984 
32,3.880446 
32,3.877648 
32,3.897018 
32,3.879647 
64,3.979402 
64,3.983258 
64,3.983699 
64,4.040789 
64,4.029565 
64,4.040411 
64,3.983520 
64,4.067704 
64,4.059615 
64,4.065827 
128,4.099897 
128,4.033325 
128,4.051178 
128,4.084791 
128,4.051498 
128,4.058206 
128,4.044825 
128,4.026255 
128,4.088112 
128,4.091827 
256,4.084227 
256,4.044285 
256,4.072294 
256,4.061884 
256,4.007368 
256,4.109328 
256,4.153392 
256,4.106621 
256,4.276191 
256,4.185542 
512,4.122987 
512,4.187153 
512,4.133948 
512,4.233632 
512,4.123770 
512,4.214608 
512,4.131099 
512,4.222637 
512,4.194061 
512,4.155643 
1024,4.190523 
1024,4.158285 
1024,4.195097 
1024,4.224000 
1024,4.158690 
1024,4.158440 
1024,4.205133 
1024,4.141803 
1024,4.104773 
1024,4.183382 
