1,100.672858 
1,67.687704 
1,68.310426 
1,68.734856 
1,68.192065 
1,68.149702 
1,67.651888 
1,66.460597 
1,68.219398 
1,68.781975 
2,36.977571 
2,37.018703 
2,36.905966 
2,36.857973 
2,36.862973 
2,36.975738 
2,37.035792 
2,36.938325 
2,36.844999 
2,37.108262 
4,24.249556 
4,24.203528 
4,24.130580 
4,24.226798 
4,24.273617 
4,24.148245 
4,24.344766 
4,24.294765 
4,24.128535 
4,24.135326 
8,18.413648 
8,18.485501 
8,18.337527 
8,18.458591 
8,18.366969 
8,18.446730 
8,18.334543 
8,18.444051 
8,18.517838 
8,18.395654 
16,15.883193 
16,15.684616 
16,15.708026 
16,16.813924 
16,16.945776 
16,17.060260 
16,16.783388 
16,16.893310 
16,16.787754 
16,16.912818 
32,16.669400 
32,16.695022 
32,16.704170 
32,16.808516 
32,16.682758 
32,16.856033 
32,17.075729 
32,16.865806 
32,16.759810 
32,17.224913 
64,17.022628 
64,16.250075 
64,16.168856 
64,16.190383 
64,16.184550 
64,16.139462 
64,16.080655 
64,16.320347 
64,16.198394 
64,16.255014 
128,16.281706 
128,16.331513 
128,16.267398 
128,16.340914 
128,16.404069 
128,16.207564 
128,16.235652 
128,16.435421 
128,16.298162 
128,16.370750 
256,16.395253 
256,16.268416 
256,16.256052 
256,16.379285 
256,16.359193 
256,16.371931 
256,16.261157 
256,16.394433 
256,16.296342 
256,16.629077 
512,16.425644 
512,16.699325 
512,16.790161 
512,16.779762 
512,16.554915 
512,16.746554 
512,16.676048 
512,16.718470 
512,16.698771 
512,16.712165 
1024,16.642032 
1024,16.793674 
1024,16.942986 
1024,16.876497 
1024,16.791120 
1024,16.848009 
1024,17.016635 
1024,16.838069 
1024,16.891846 
1024,16.948408 
