1,35.191704 
1,34.747840 
1,34.962797 
1,35.087706 
1,34.813493 
1,34.746996 
1,34.081256 
1,34.487755 
1,35.052781 
1,34.894096 
2,18.406266 
2,18.371935 
2,18.372561 
2,18.410098 
2,18.504111 
2,18.404171 
2,18.383758 
2,18.523973 
2,18.462466 
2,18.404902 
4,12.093638 
4,12.020164 
4,12.086407 
4,12.032853 
4,12.065071 
4,12.126044 
4,12.010495 
4,12.175179 
4,12.062577 
4,12.040677 
8,9.282465 
8,9.254089 
8,9.257513 
8,9.238355 
8,9.279648 
8,9.263110 
8,9.255300 
8,9.203813 
8,9.231304 
8,9.135483 
16,7.924645 
16,7.934592 
16,8.073737 
16,7.999274 
16,8.022362 
16,8.027533 
16,8.131289 
16,7.953146 
16,7.906035 
16,8.001703 
32,7.997623 
32,8.040958 
32,7.742874 
32,7.828902 
32,7.813630 
32,7.791840 
32,7.920052 
32,7.869253 
32,7.847682 
32,7.923145 
64,8.347863 
64,8.329005 
64,8.186088 
64,8.067193 
64,8.152811 
64,8.104268 
64,8.112329 
64,8.032759 
64,8.125245 
64,8.165563 
128,7.966578 
128,8.122426 
128,8.325036 
128,8.111672 
128,8.142243 
128,8.132352 
128,8.132133 
128,8.158048 
128,8.114693 
128,8.117679 
256,8.246234 
256,8.276406 
256,8.206612 
256,8.326877 
256,8.167604 
256,8.142363 
256,8.121241 
256,8.144845 
256,8.231541 
256,8.280882 
512,8.367344 
512,8.419745 
512,8.391357 
512,8.292794 
512,8.383569 
512,8.357240 
512,8.276817 
512,8.324743 
512,8.338627 
512,8.340177 
1024,8.371063 
1024,8.438504 
1024,8.437486 
1024,8.505787 
1024,8.453431 
1024,8.478297 
1024,8.564750 
1024,8.507590 
1024,8.486618 
1024,8.561702 
