1,216.794181 
1,160.442300 
1,194.435931 
1,160.291468 
1,152.309085 
1,151.470895 
1,146.084830 
1,153.494002 
1,149.176097 
1,145.548034 
2,91.973885 
2,97.078017 
2,88.398811 
2,96.219014 
2,90.245509 
2,93.160975 
2,93.152393 
2,90.325408 
2,90.899065 
2,93.891827 
4,63.853036 
4,71.213542 
4,57.820086 
4,75.312981 
4,57.960855 
4,63.238998 
4,61.619984 
4,63.420415 
4,63.461897 
4,63.755773 
8,47.275036 
8,41.319791 
8,38.894367 
8,40.188446 
8,40.240771 
8,41.039268 
8,41.237120 
8,39.816990 
8,41.525247 
8,40.527864 
16,36.267860 
16,36.659439 
16,37.666646 
16,36.449644 
16,36.194469 
16,36.134356 
16,36.052609 
16,36.514971 
16,36.438883 
16,36.166894 
32,33.478132 
32,34.672063 
32,34.546620 
32,34.247398 
32,34.406887 
32,34.394261 
32,34.407891 
32,34.209509 
32,34.546249 
32,34.468966 
64,33.149187 
64,33.722992 
64,33.653826 
64,33.732996 
64,33.546592 
64,33.886866 
64,33.689971 
64,33.827420 
64,33.750414 
64,33.478353 
128,33.469418 
128,33.578011 
128,33.490458 
128,33.380339 
128,33.177568 
128,33.565238 
128,34.050259 
128,33.334289 
128,33.616281 
128,33.396002 
256,33.628872 
256,33.626850 
256,34.011741 
256,33.667024 
256,33.495699 
256,33.812735 
256,33.482163 
256,34.128941 
256,34.043609 
256,33.669647 
512,33.622329 
512,33.494513 
512,32.993652 
512,33.356495 
512,32.552577 
512,33.039539 
512,32.794885 
512,32.813437 
512,32.655311 
512,32.671119 
1024,32.667878 
1024,33.546460 
1024,33.956783 
1024,35.148185 
1024,36.851542 
1024,36.337379 
1024,34.371100 
1024,33.272898 
1024,34.626239 
1024,36.141123 
